interval_begin;interval_end;interval_id;edge_CO2_abs;edge_CO2_normed;edge_CO2_perVeh;edge_CO_abs;edge_CO_normed;edge_CO_perVeh;edge_HC_abs;edge_HC_normed;edge_HC_perVeh;edge_NOx_abs;edge_NOx_normed;edge_NOx_perVeh;edge_PMx_abs;edge_PMx_normed;edge_PMx_perVeh;edge_electricity_abs;edge_electricity_normed;edge_electricity_perVeh;edge_fuel_abs;edge_fuel_normed;edge_fuel_perVeh;edge_id;edge_sampledSeconds;edge_traveltime
0.00;3000.00;806271971;358002.594430;25817.494791;1539.938998;12767.220931;920.713048;54.917874;66.714162;4.811117;0.286969;153.308812;11.055924;0.659454;7.999905;0.576916;0.034411;0;0;0;153.894061;11.098129;0.661971;-126303358#1;328.68;1.41
0.00;3000.00;806271971;4798103.638355;37534.057145;25963.599419;67996.287588;531.913593;367.942943;429.497034;3.359820;2.324103;1923.899742;15.050063;10.410647;106.484102;0.832992;0.576209;0;0;0;2062.479942;16.134133;11.160535;-126303358#2;1134.65;6.14
0.00;3000.00;806271971;4393989.186119;119863.310374;21697.649019;71203.929824;1942.366806;351.607119;433.451443;11.824090;2.140396;1871.314343;51.047447;9.240606;102.185905;2.787522;0.504597;0;0;0;1888.762324;51.523410;9.326764;-126303358#4;382.21;1.89
0.00;3000.00;806271971;9724884.286972;152288.413733;48616.969921;147801.524457;2314.522111;738.894372;911.949268;14.280818;4.559048;4181.525250;65.481278;20.904422;217.556593;3.406863;1.087616;0;0;0;4180.249771;65.461304;20.898046;-126303358#5;791.33;3.96
0.00;3000.00;806271971;5867602.829681;180449.087535;25934.772404;96450.024972;2966.171962;426.308583;580.128177;17.840949;2.564163;2520.628035;77.518033;11.141162;120.824318;3.715766;0.534043;0;0;0;2522.209449;77.566667;11.148152;-126303358#6;786.79;3.48
0.00;3000.00;806271971;5389124.733802;141138.142308;60889.123047;245256.450718;6423.128347;2771.034434;1244.146348;32.583492;14.057010;2412.818134;63.190348;27.261269;125.396532;3.284065;1.416795;0;0;0;2316.645528;60.671642;26.174661;-126303358#7;2176.72;24.59
0.00;3000.00;806271971;2325170.800269;20886.331015;28376.058476;29736.397815;267.113387;362.898830;189.744273;1.704417;2.315613;930.083664;8.354670;11.350611;38.910157;0.349519;0.474854;0;0;0;999.490275;8.978130;12.197639;-126303358#8;959.78;11.71
0.00;3000.00;806271971;599890.434471;877.171727;149990.885256;6895.658781;10.082969;1724.124783;45.235049;0.066144;11.310141;235.139105;0.343825;58.791940;9.814216;0.014351;2.453853;0;0;0;257.866919;0.377058;64.474586;-130907973;244.53;61.14
0.00;3000.00;806271971;77072.413782;681.303105;24778.164999;805.463280;7.120117;258.950007;5.448666;0.048165;1.751703;29.777947;0.263230;9.573372;1.149850;0.010164;0.369668;0;0;0;33.130169;0.292863;10.651085;-130908011#0;34.68;11.15
0.00;3000.00;806271971;705796.535222;29603.489768;25382.572924;37594.761027;1576.851214;1352.021037;187.730829;7.874065;6.751367;316.484548;13.274431;11.381739;16.612049;0.696765;0.597419;0;0;0;303.408169;12.725963;10.911473;-130908011#1;346.50;12.46
0.00;3000.00;806271971;67925.851211;6996.654202;1901.107908;787.113103;81.076028;22.029712;5.149730;0.530444;0.144131;26.373856;2.716620;0.738151;1.047841;0.107932;0.029327;0;0;0;29.198470;3.007568;0.817206;-130908011#2;38.85;1.09
0.00;3000.00;806271971;102282.981754;12410.473014;2380.888235;2080.490583;252.435662;48.428541;11.867907;1.439989;0.276255;41.683985;5.057713;0.970297;1.815860;0.220327;0.042269;0;0;0;43.967520;5.334785;1.023452;-130908011#3;46.65;1.09
0.00;3000.00;806271971;337569.772378;21535.551667;8046.338316;5599.650299;357.234469;133.473683;33.533439;2.139294;0.799306;141.967004;9.056906;3.383936;6.546194;0.417620;0.156036;0;0;0;145.106246;9.257177;3.458763;-130908011#4;81.42;1.94
0.00;3000.00;806271971;2716301.254574;148296.701797;49592.409316;152209.509927;8309.891352;2778.939304;756.915940;41.323891;13.819264;1232.652777;67.296785;22.504949;65.801816;3.592456;1.201366;0;0;0;1167.688276;63.750042;21.318871;-130908017;1263.52;23.07
0.00;3000.00;806271971;3425685.132309;225745.313496;66767.975513;204453.652424;13473.057820;3984.883587;1011.386193;66.648184;19.712322;1563.537662;103.033783;30.473975;84.462403;5.565891;1.646206;0;0;0;1472.647936;97.044345;28.702498;-130908023#0;1523.96;29.70
0.00;3000.00;806271971;962275.071582;12532.343020;21277.794953;22455.503510;292.452835;496.535360;124.546177;1.622047;2.753961;386.811799;5.037705;8.553170;16.573925;0.215853;0.366482;0;0;0;413.648484;5.387217;9.146582;-130908023#1;458.56;10.14
0.00;3000.00;806271971;292151.118696;35700.747702;4549.300194;4644.058253;567.502027;72.316051;28.097765;3.433535;0.437531;123.088974;15.041422;1.916709;5.644550;0.689762;0.087895;0;0;0;125.582606;15.346143;1.955539;-130908023#2;56.93;0.89
0.00;3000.00;806271971;3574467.650062;166966.180618;17467.439069;59863.376973;2796.265176;292.535838;1012.955682;47.315952;4.950035;16399.557840;766.036178;80.140123;401.222333;18.741409;1.960663;0;0;0;1529.930530;71.464252;7.476349;-130908064#0;1157.23;5.66
