interval_begin;interval_end;interval_id;edge_CO2_abs;edge_CO2_normed;edge_CO2_perVeh;edge_CO_abs;edge_CO_normed;edge_CO_perVeh;edge_HC_abs;edge_HC_normed;edge_HC_perVeh;edge_NOx_abs;edge_NOx_normed;edge_NOx_perVeh;edge_PMx_abs;edge_PMx_normed;edge_PMx_perVeh;edge_electricity_abs;edge_electricity_normed;edge_electricity_perVeh;edge_fuel_abs;edge_fuel_normed;edge_fuel_perVeh;edge_id;edge_sampledSeconds;edge_traveltime
0.00;3000.00;806271971;2077001.099094;78674.284057;11519.806535;28749.711003;1089.004205;159.456395;181.480530;6.874262;1.006557;867.182086;32.847806;4.809709;43.994796;1.666470;0.244011;0;0;0;892.803043;33.818297;4.951812;-130908153#4;300.52;1.67
0.00;3000.00;806271971;6279846.812340;115173.715036;38167.009605;92897.879706;1703.766707;564.605216;575.085548;10.547190;3.495196;2684.354726;49.231632;16.314696;132.349926;2.427326;0.804383;0;0;0;2699.403884;49.507637;16.406160;-130908153#5;711.49;4.32
0.00;3000.00;806271971;8580784.145953;96666.738407;58156.946342;369738.239697;4165.282460;2505.930297;1886.135022;21.248235;12.783430;3780.896539;42.593652;25.625327;195.146492;2.198421;1.322621;0;0;0;3688.649806;41.554448;25.000117;-130908153#6;3755.60;25.45
0.00;3000.00;806271971;3412769.674114;41275.182513;28276.591182;45517.829803;550.507919;377.139153;289.717717;3.503943;2.400464;1404.786186;16.989956;11.639392;69.630063;0.842129;0.576922;0;0;0;1466.988667;17.742254;12.154772;-130908153#7;662.37;5.49
0.00;3000.00;806271971;4182646.685011;58105.765478;41233.220195;62070.630188;862.291690;611.902500;383.828353;5.332184;3.783843;1774.009623;24.644727;17.488479;87.306340;1.212869;0.860680;0;0;0;1797.920817;24.976904;17.724200;-130908153#8;564.26;5.56
0.00;3000.00;806271971;1299719.952193;42255.864065;23005.161576;20330.844957;660.986561;359.857808;124.083910;4.034156;2.196297;557.161484;18.114164;9.861809;27.613503;0.897757;0.488762;0;0;0;558.687644;18.163781;9.888822;-130908153#9;149.23;2.64
0.00;3000.00;806271971;172597.186935;1351.142438;27857.542891;2046.742714;16.022515;330.348507;13.490013;0.105604;2.177316;68.333051;0.534932;11.029096;3.489952;0.027320;0.563285;0;0;0;74.191471;0.580793;11.974657;-130908227#0;57.75;9.32
0.00;3000.00;806271971;444882.344234;4156.484063;62530.126987;7048.495938;65.853279;990.696421;42.868737;0.400518;6.025385;187.604649;1.752768;26.368640;9.250350;0.086425;1.300176;0;0;0;191.234283;1.786680;26.878801;-130908227#1;60.88;8.56
0.00;3000.00;806271971;413246.277922;1185.303759;81673.167817;4362.645555;12.513265;862.224542;29.446858;0.084462;5.819818;160.728041;0.461012;31.765968;6.485082;0.018601;1.281699;0;0;0;177.636732;0.509511;35.107768;-130908298;163.87;32.39
0.00;3000.00;806271971;109656.897786;2110.816127;35653.136171;2306.721808;44.402730;749.992644;13.112520;0.252407;4.263320;47.331944;0.911106;15.389203;2.236248;0.043046;0.727079;0;0;0;47.136825;0.907350;15.325763;-130927098#0;23.32;7.58
