tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
9.00;-6055573#4_0;4.76;4.64;1.00;0.00;6055573#3_0;5.10;0.00;tripinfo_1 emissions_1;8.00;1;0;37.43;0.94;0.00;4.42;DEFAULT_VEHTYPE;;0;0.00;24198.425607;649.810458;3.529635;10.527238;0.495426;0;10.401982
46.00;-421789039#0_1;62.12;12.35;5.00;0.00;421789039#7_0;5.10;0.00;tripinfo_5 emissions_5;41.00;5;0;392.84;0.94;0.00;8.31;DEFAULT_VEHTYPE;;0;0.00;122794.766244;2043.332338;12.187274;50.483236;2.183940;0;52.784309
56.00;-6055023#2_0;37.71;12.46;14.00;0.00;-6063369#8_0;5.10;0.00;tripinfo_14 emissions_14;42.00;14;0;262.42;0.94;0.00;21.14;DEFAULT_VEHTYPE;;2;6.00;119430.239206;2439.780946;13.928568;50.497039;2.296202;0;51.338134
60.00;-6055576#1_0;124.93;15.83;34.00;0.00;-6055573#4_0;4.76;0.00;tripinfo_34 emissions_34;26.00;34;0;290.06;1.18;0.00;6.77;DEFAULT_VEHTYPE;;0;0.00;120042.424896;1917.833771;11.537555;49.959506;2.283635;0;51.600925
63.00;-6057280#0_0;10.66;6.43;16.00;0.00;6055573#3_0;5.10;0.00;tripinfo_16 emissions_16;47.00;16;0;507.06;1.16;0.00;13.96;DEFAULT_VEHTYPE;;1;2.00;160815.283037;2576.635176;15.514073;66.829818;3.059443;0;69.127392
66.00;6060452#11_1;150.87;7.67;0.00;0.00;806271971_1;5.10;0.00;tripinfo_Flow3.0 emissions_Flow3.0;66.00;Flow3.0;0;407.78;1.08;21.00;17.20;passenger;;0;0.00;211170.317463;6159.745472;33.011467;90.893025;4.356469;0;90.774564
66.00;6054382#1_0;21.27;13.99;17.00;0.00;-793432602#2_0;5.10;0.00;tripinfo_17 emissions_17;49.00;17;0;562.59;1.02;0.00;7.23;DEFAULT_VEHTYPE;;0;0.00;141164.385221;2010.957530;12.472438;56.918394;2.421465;0;60.680539
67.00;6061786#4_0;34.48;2.19;0.00;0.00;-6061783#1_1;5.10;0.00;tripinfo_Flow4.0 emissions_Flow4.0;67.00;Flow4.0;0;373.22;1.03;21.00;17.27;passenger;;1;1.00;191781.501275;5846.984402;31.152402;82.743217;3.981104;0;82.440185
71.00;-6057280#3_0;61.01;13.59;8.00;0.00;-112319055#1_0;5.10;0.00;tripinfo_8 emissions_8;63.00;8;0;683.44;1.03;0.00;14.71;DEFAULT_VEHTYPE;;0;0.00;242778.588354;3840.979297;23.254920;101.349362;4.617303;0;104.359723
74.00;-6054524#0_0;257.49;15.30;27.00;0.00;-6061782#0_0;5.10;0.00;tripinfo_27 emissions_27;47.00;27;0;526.23;1.18;0.00;17.89;DEFAULT_VEHTYPE;;1;4.00;172278.812929;2846.211906;17.039637;72.417395;3.411919;0;74.054932
75.00;-6061786#14_0;47.86;13.57;42.00;0.00;131463037_0;5.10;0.00;tripinfo_42 emissions_42;33.00;42;0;302.73;1.09;0.00;16.12;DEFAULT_VEHTYPE;;0;0.00;161502.762944;3016.317776;17.601593;69.469203;3.325048;0;69.422824
76.00;-6061786#9_0;57.33;12.13;24.00;0.00;6061786#1_0;5.10;0.00;tripinfo_24 emissions_24;52.00;24;0;521.91;0.95;0.00;10.43;DEFAULT_VEHTYPE;;0;0.00;166988.139546;2766.005495;16.530051;69.070817;3.040342;0;71.781068
82.00;800638460#4_0;106.19;24.39;44.00;0.00;-6055573#9_0;5.10;0.00;tripinfo_44 emissions_44;38.00;44;0;450.19;0.90;0.00;9.38;DEFAULT_VEHTYPE;;0;0.00;182861.164214;2919.727907;17.687348;76.351525;3.641642;0;78.603768
83.00;6061782#2_0;27.21;11.49;50.00;0.00;6060452#10_0;5.10;0.00;tripinfo_50 emissions_50;33.00;50;0;261.33;1.10;0.00;12.55;DEFAULT_VEHTYPE;;0;0.00;136319.481125;2672.391466;15.399680;57.934786;2.670175;0;58.597954
86.00;6055573#2_0;162.56;15.54;28.00;0.00;6063369#2_0;5.10;0.00;tripinfo_28 emissions_28;58.00;28;0;277.05;1.15;0.00;40.37;DEFAULT_VEHTYPE;;2;27.00;172970.072002;5562.177481;29.356910;73.758880;3.533393;0;74.354186
89.00;421789044#1_0;117.75;11.36;3.00;0.00;-507342038#0_0;5.10;0.00;tripinfo_3 emissions_3;86.00;3;0;971.27;1.05;0.00;12.15;DEFAULT_VEHTYPE;;0;0.00;235282.002413;3475.386172;21.370509;96.138004;4.181245;0;101.137532
91.00;6060452#8_1;19.36;9.07;62.00;0.00;507342038#1_0;5.10;0.00;tripinfo_62 emissions_62;29.00;62;0;150.72;0.94;0.00;15.99;DEFAULT_VEHTYPE;;1;7.00;86125.349609;2159.091506;11.863814;36.903133;1.721581;0;37.021971
96.00;-6057280#2_0;30.23;11.13;25.00;0.00;-6055573#5_0;5.10;0.00;tripinfo_25 emissions_25;71.00;25;0;800.04;1.13;0.00;17.94;DEFAULT_VEHTYPE;;0;0.00;265713.181740;4160.958032;25.242065;110.998583;5.068673;0;114.218224
99.00;-6063369#7_0;55.64;16.12;30.00;0.00;-6058243#3_0;5.10;0.00;tripinfo_30 emissions_30;69.00;30;0;786.86;1.17;0.00;17.79;DEFAULT_VEHTYPE;;0;0.00;296341.803935;4507.895183;27.533651;123.425736;5.663729;0;127.384011
100.00;6060452#11_1;150.87;10.89;21.00;0.00;6054382#1_0;5.10;0.00;tripinfo_21 emissions_21;79.00;21;0;727.34;0.83;0.00;13.09;DEFAULT_VEHTYPE;;0;0.00;200105.476765;3379.528616;20.045627;81.303296;3.372575;0;86.017236
105.00;-126303358#6_1;39.02;13.32;15.00;0.00;637504388#1_0;5.10;0.00;tripinfo_15 emissions_15;90.00;15;0;767.07;0.94;0.00;57.18;DEFAULT_VEHTYPE;;1;30.00;371706.514350;9514.756041;52.281782;160.628060;8.157446;0;159.781720
107.00;-507342041#1_0;100.47;12.68;11.00;0.00;-130908153#5_0;5.10;0.00;tripinfo_11 emissions_11;96.00;11;0;974.28;0.99;0.00;42.68;DEFAULT_VEHTYPE;;2;12.00;400254.026155;7421.117440;43.432345;168.761048;8.254527;0;172.051624
108.00;421789039#1_2;18.21;9.10;36.00;0.00;507342041#1_0;5.10;0.00;tripinfo_36 emissions_36;72.00;36;0;562.83;0.90;0.00;24.14;DEFAULT_VEHTYPE;;1;7.00;189280.859036;4071.910405;22.998443;79.777851;3.610524;0;81.364262
110.00;130908153#3_0;33.74;11.11;69.00;0.00;-6055023#1_0;5.10;0.00;tripinfo_69 emissions_69;41.00;69;0;416.88;0.97;0.00;12.23;DEFAULT_VEHTYPE;;0;0.00;140186.340233;2351.903823;14.007485;57.716645;2.523062;0;60.260198
117.00;-6060452#7_1;19.90;12.96;60.00;0.00;507341800#1_0;5.10;0.00;tripinfo_60 emissions_60;57.00;60;0;586.23;1.02;0.00;14.11;DEFAULT_VEHTYPE;;0;0.00;192834.191457;3118.032622;18.726817;79.420451;3.494621;0;82.891162
118.00;6060452#11_0;150.87;14.60;53.00;-0.33;806271971_1;5.10;0.00;tripinfo_Flow3.1 emissions_Flow3.1;65.00;Flow3.1;0;407.78;1.07;21.00;15.06;passenger;;1;1.00;209757.193435;6074.521367;32.636223;90.793910;4.416069;0;90.166951
119.00;6063369#7_0;55.64;13.29;108.00;0.00;6054382#1_0;5.10;0.00;tripinfo_108 emissions_108;11.00;108;0;80.84;0.96;0.00;3.69;DEFAULT_VEHTYPE;;0;0.00;48516.826901;1029.652116;5.829489;20.454960;0.919276;0;20.855434
119.00;6061786#4_0;34.48;1.46;53.00;-0.33;-6061783#1_1;5.10;0.00;tripinfo_Flow4.1 emissions_Flow4.1;66.00;Flow4.1;0;373.22;1.02;21.00;16.61;passenger;;0;0.00;197430.189450;5967.612496;31.831915;85.166700;4.093920;0;84.868320
122.00;6061786#2_0;0.20;10.90;2.00;0.00;-421800694#5_0;5.10;0.00;tripinfo_2 emissions_2;120.00;2;0;988.32;0.83;0.00;56.13;DEFAULT_VEHTYPE;;2;28.00;423953.859132;9603.594228;53.853470;180.537372;8.739413;0;182.240449
126.00;-6057932#4_0;34.17;14.41;82.00;0.00;130908064#7_0;5.10;0.00;tripinfo_82 emissions_82;44.00;82;0;305.53;1.15;0.00;26.81;DEFAULT_VEHTYPE;;1;11.00;175585.919418;4148.809973;23.019997;75.656948;3.659389;0;75.477225
130.00;6060452#5_1;45.24;13.17;67.00;0.00;-6061786#13_0;5.10;0.00;tripinfo_67 emissions_67;63.00;67;0;625.87;1.02;0.00;16.64;DEFAULT_VEHTYPE;;1;3.00;196600.660811;3241.866107;19.394316;81.037141;3.572516;0;84.510248
130.00;800638464#4_0;170.57;18.46;110.00;0.00;800638464#0_0;5.10;0.00;tripinfo_110 emissions_110;20.00;110;0;289.88;0.87;0.00;4.44;DEFAULT_VEHTYPE;;0;0.00;92204.145146;1455.393540;8.844038;38.666781;1.850555;0;39.634360
133.00;507341800#3_0;135.08;13.27;43.00;0.00;6056686#3_0;0.85;0.00;tripinfo_43 emissions_43;90.00;43;0;636.90;1.00;0.00;43.20;DEFAULT_VEHTYPE;;1;29.00;256140.073941;6955.971301;37.690367;107.701376;4.981174;0;110.105543
134.00;112343443_0;69.48;11.47;45.00;0.00;126303358#0_0;5.10;0.00;tripinfo_45 emissions_45;89.00;45;0;663.24;0.88;0.00;34.70;DEFAULT_VEHTYPE;;1;15.00;214364.658528;4987.159705;27.747803;90.384428;4.099784;0;92.147091
137.00;6055573#4_0;4.76;4.39;92.00;0.00;6057932#2_0;5.10;0.00;tripinfo_92 emissions_92;45.00;92;0;432.57;1.09;0.00;13.07;DEFAULT_VEHTYPE;;0;0.00;136166.599610;2430.688251;14.266676;57.187191;2.603699;0;58.532152
140.00;637504388#4_2;2.88;5.19;9.00;0.00;6061786#6_0;5.10;0.00;tripinfo_9 emissions_9;131.00;9;0;1294.72;1.05;0.00;56.85;DEFAULT_VEHTYPE;;1;26.00;480053.771644;9921.681030;56.617150;202.311726;9.770681;0;206.355013
140.00;-637504388#4_0;2.88;15.49;29.00;0.00;-6060452#6_0;5.09;0.00;tripinfo_29 emissions_29;111.00;29;0;1104.04;1.01;0.00;44.39;DEFAULT_VEHTYPE;;1;22.00;371155.894037;7866.279977;44.641223;156.014049;7.419314;0;159.544704
140.00;112319055#0_1;72.30;21.34;80.00;0.00;-507033018_0;5.10;0.00;tripinfo_80 emissions_80;60.00;80;0;684.73;1.02;0.00;12.05;DEFAULT_VEHTYPE;;0;0.00;232245.716571;3569.046534;21.746415;96.164705;4.378578;0;99.832130
141.00;-421790823_2;58.56;12.13;65.00;0.00;-130908023#1_0;5.10;0.00;tripinfo_65 emissions_65;76.00;65;0;715.44;0.91;0.00;14.76;DEFAULT_VEHTYPE;;0;0.00;208704.294981;3438.353078;20.549749;85.687081;3.679098;0;89.713215
141.00;6054055#2_0;47.66;13.26;87.00;0.00;-6055573#5_0;5.10;0.00;tripinfo_87 emissions_87;54.00;87;0;590.68;1.02;0.00;9.84;DEFAULT_VEHTYPE;;0;0.00;182588.086655;2778.891952;16.955208;75.085429;3.296733;0;78.486676
142.00;-637504388#4_0;2.88;14.23;58.00;0.00;6062245_0;5.10;0.00;tripinfo_58 emissions_58;84.00;58;0;1228.95;1.08;0.00;22.52;DEFAULT_VEHTYPE;;0;0.00;385020.691864;5741.271528;35.397520;160.247833;7.717626;0;165.502690
144.00;421789044#1_0;117.75;10.23;0.00;0.00;806271971_3;5.10;0.00;tripinfo_Flow2.0 emissions_Flow2.0;144.00;Flow2.0;0;971.87;1.01;42.00;27.45;passenger;;0;0.00;421636.224821;11937.595721;64.301597;180.133005;8.523823;0;181.246319
145.00;-507033018_0;60.62;14.30;99.00;0.00;-799540093#5_0;5.10;0.00;tripinfo_99 emissions_99;46.00;99;0;510.22;1.07;0.00;16.28;DEFAULT_VEHTYPE;;0;0.00;215360.599519;3651.407066;21.785580;91.351407;4.337053;0;92.573801
146.00;-130908298_0;422.37;10.64;6.00;0.00;-421789039#4_0;5.10;0.00;tripinfo_6 emissions_6;140.00;6;0;1239.11;0.86;0.00;54.01;DEFAULT_VEHTYPE;;1;32.00;418474.632237;9636.847808;53.812528;174.828385;8.234694;0;179.885975
149.00;-130908153#0_0;87.00;23.94;59.00;0.00;126303357#3_0;5.10;0.00;tripinfo_59 emissions_59;90.00;59;0;401.83;1.12;0.00;72.32;DEFAULT_VEHTYPE;;3;49.00;336480.361943;10422.617178;55.519148;147.438497;7.516109;0;144.640634
150.00;6056686#3_0;0.85;3.54;55.00;0.00;6057280#1_0;5.10;0.00;tripinfo_55 emissions_55;95.00;55;0;1070.75;1.14;0.00;32.17;DEFAULT_VEHTYPE;;1;1.00;381117.301985;6254.800917;37.630928;161.749954;7.727263;0;163.824896
151.00;6060452#5_1;45.24;11.78;109.00;0.00;-6060452#11_0;5.10;0.00;tripinfo_109 emissions_109;42.00;109;0;421.16;0.93;0.00;7.85;DEFAULT_VEHTYPE;;0;0.00;119184.030883;1910.892759;11.482057;48.090582;2.005063;0;51.232336
152.00;507035611_0;29.76;11.35;40.00;0.00;-6055573#8_0;5.10;0.00;tripinfo_40 emissions_40;112.00;40;0;1224.72;1.04;0.00;43.25;DEFAULT_VEHTYPE;;2;14.00;429871.714849;7269.312648;43.375931;179.429854;8.551226;0;184.782819
152.00;799540093#6_1;203.73;27.58;51.00;0.00;-6055573#3_0;5.10;0.00;tripinfo_51 emissions_51;101.00;51;0;678.26;1.00;0.00;57.89;DEFAULT_VEHTYPE;;1;41.00;389647.261307;10864.544460;58.800601;168.214185;8.430707;0;167.494610
153.00;-6061786#3_0;22.02;13.44;116.00;0.00;-6054055#2_0;5.10;0.00;tripinfo_116 emissions_116;37.00;116;0;335.78;1.00;0.00;10.95;DEFAULT_VEHTYPE;;0;0.00;124781.826263;2300.190495;13.408916;52.061178;2.336742;0;53.638472
157.00;421789039#0_2;62.12;12.30;38.00;0.00;6057928#1_0;5.10;0.00;tripinfo_38 emissions_38;119.00;38;0;998.50;0.96;0.00;54.68;DEFAULT_VEHTYPE;;2;25.00;380096.960859;8122.868451;46.017810;160.837785;7.553623;0;163.388091
157.00;6060452#10_1;40.56;13.93;94.00;0.00;6057281#2_0;5.10;0.00;tripinfo_94 emissions_94;63.00;94;0;710.04;1.01;0.00;19.58;DEFAULT_VEHTYPE;;0;0.00;289458.200370;4909.870083;29.325437;122.904406;5.954462;0;124.424898
158.00;-6058243#1_0;32.25;13.98;121.00;0.00;6061782#0_0;5.10;0.00;tripinfo_121 emissions_121;37.00;121;0;344.52;1.03;0.00;9.86;DEFAULT_VEHTYPE;;0;0.00;117298.807900;2196.508927;12.781045;49.427602;2.261675;0;50.421761
160.00;-637504388#0_1;0.20;23.85;7.00;0.00;6060452#8_0;5.10;0.00;tripinfo_7 emissions_7;153.00;7;0;1127.98;1.09;0.00;88.99;DEFAULT_VEHTYPE;;5;32.00;517735.975748;11584.121581;65.090944;221.606025;10.690570;0;222.553292
160.00;-799540093#1_0;60.75;22.91;47.00;0.00;-6058243#1_0;5.10;0.00;tripinfo_47 emissions_47;113.00;47;0;946.42;0.85;0.00;44.31;DEFAULT_VEHTYPE;;1;24.00;349408.663205;8144.035698;45.383605;147.150243;6.973394;0;150.197078
163.00;130908017_0;17.44;12.85;49.00;0.00;6061782#2_0;5.10;0.00;tripinfo_49 emissions_49;114.00;49;0;1083.23;1.02;0.00;48.19;DEFAULT_VEHTYPE;;3;13.00;423356.507955;7236.770848;43.055497;178.604980;8.449075;0;181.982066
163.00;421800694#2_1;33.06;23.75;63.00;0.00;-421790824#3_0;5.10;0.00;tripinfo_63 emissions_63;100.00;63;0;570.05;0.88;0.00;65.92;DEFAULT_VEHTYPE;;1;46.00;391817.604434;11957.573948;63.827693;170.932822;8.672209;0;168.428090
163.00;507341800#1_0;22.66;9.57;117.00;0.00;-6055573#4_0;4.76;0.00;tripinfo_117 emissions_117;46.00;117;0;453.29;0.99;0.00;9.86;DEFAULT_VEHTYPE;;0;0.00;137233.665075;2257.629535;13.503925;56.529871;2.469933;0;58.990925
170.00;6056686#15_0;66.48;12.12;23.00;0.00;-507342038#1_0;5.10;0.00;tripinfo_23 emissions_23;147.00;23;0;1205.73;0.92;0.00;77.42;DEFAULT_VEHTYPE;;3;38.00;536443.151154;12106.352160;67.995111;228.580439;11.237620;0;230.594796
170.00;-392388948#0_2;233.12;28.43;107.00;0.00;-6060452#4_0;5.10;0.00;tripinfo_107 emissions_107;63.00;107;0;984.76;1.06;0.00;17.49;DEFAULT_VEHTYPE;;0;0.00;392252.007300;6339.977095;38.404444;165.313856;8.391788;0;168.610853
171.00;590581704#1_0;380.27;13.99;0.00;0.00;-6054524#3_0;5.10;0.00;tripinfo_0 emissions_0;171.00;0;0;1968.39;1.06;0.00;66.27;DEFAULT_VEHTYPE;;2;32.00;677536.467738;13186.251234;76.296866;284.082842;13.987900;0;291.243838
174.00;421790824#1_0;22.05;10.77;78.00;0.00;126303358#3_0;0.20;0.00;tripinfo_78 emissions_78;96.00;78;0;999.51;1.03;0.00;52.05;DEFAULT_VEHTYPE;;1;26.00;484762.101260;10481.564030;59.481773;208.691116;10.647515;0;208.378208
174.00;799540093#6_1;203.73;31.56;124.00;0.00;507341800#3_0;5.10;0.00;tripinfo_124 emissions_124;50.00;124;0;661.64;1.15;0.00;14.12;DEFAULT_VEHTYPE;;0;0.00;324635.358072;5175.072452;31.408846;138.015553;6.862890;0;139.545490
174.00;6060452#11_1;150.87;7.35;107.00;0.33;806271971_1;5.10;0.00;tripinfo_Flow3.2 emissions_Flow3.2;67.00;Flow3.2;0;407.78;0.97;21.00;15.02;passenger;;0;0.00;203131.076765;5998.801053;32.091091;86.676938;4.075345;0;87.319027
174.00;6061786#4_0;34.48;1.87;107.00;0.33;-6061783#1_1;5.10;0.00;tripinfo_Flow4.2 emissions_Flow4.2;67.00;Flow4.2;0;373.22;0.96;21.00;15.12;passenger;;0;0.00;172597.550415;5641.290356;29.746661;74.436822;3.565646;0;74.194016
175.00;-421800694#4_0;57.37;16.16;20.00;0.00;130908153#4_0;5.10;0.00;tripinfo_20 emissions_20;155.00;20;0;1435.54;0.89;0.00;92.22;DEFAULT_VEHTYPE;;3;55.00;635752.782173;15517.323480;86.034010;273.868577;14.024820;0;273.284000
180.00;6054055#3_0;51.06;12.38;53.00;0.00;6062805#1_0;5.10;0.00;tripinfo_53 emissions_53;127.00;53;0;911.16;0.90;0.00;53.09;DEFAULT_VEHTYPE;;1;36.00;332092.179727;8882.290129;48.240636;139.839357;6.426042;0;142.754552
182.00;-507342038#0_1;127.33;14.24;73.00;7.00;799540093#3_0;5.10;0.00;tripinfo_66 emissions_66;109.00;66;0;854.37;1.04;0.00;63.03;DEFAULT_VEHTYPE;;1;40.00;442552.139784;11411.001848;62.580901;191.469551;9.586521;0;190.235567
185.00;6055573#12_0;6.88;10.87;19.00;0.00;-421789039#0_0;5.10;0.00;tripinfo_19 emissions_19;166.00;19;0;1477.87;0.98;0.00;89.93;DEFAULT_VEHTYPE;;4;51.00;566450.110445;13421.606189;74.707809;241.717078;11.964867;0;243.493976
186.00;-130908064#2_2;32.34;10.76;12.00;0.00;507035611_0;5.10;0.00;tripinfo_12 emissions_12;174.00;12;0;817.36;0.93;0.00;110.18;DEFAULT_VEHTYPE;;2;81.00;471516.419259;16694.429024;87.121252;204.744331;9.997703;0;202.690149
189.00;126303358#3_1;0.20;27.62;56.00;0.00;-6055573#2_0;5.10;0.00;tripinfo_56 emissions_56;133.00;56;0;867.57;1.02;0.00;78.57;DEFAULT_VEHTYPE;;2;58.00;468821.482181;13375.178451;72.008185;200.322854;9.901873;0;201.529279
189.00;112319056_1;75.83;21.56;96.00;0.00;126303358#4_0;5.10;0.00;tripinfo_96 emissions_96;93.00;96;0;1017.26;1.12;0.00;46.92;DEFAULT_VEHTYPE;;1;13.00;458480.091262;8737.785335;50.850752;195.495557;9.713570;0;197.080204
191.00;-421800694#3_1;61.42;16.34;135.00;0.00;-806271970#0_0;5.10;0.00;tripinfo_135 emissions_135;56.00;135;0;707.82;1.12;0.00;21.14;DEFAULT_VEHTYPE;;0;0.00;310423.143417;5296.832232;31.559673;133.263557;6.599598;0;133.436451
191.00;421789044#1_0;117.75;11.41;53.00;-0.33;806271971_3;5.10;0.00;tripinfo_Flow2.1 emissions_Flow2.1;138.00;Flow2.1;0;971.87;1.11;42.00;28.51;passenger;;0;0.00;414174.366136;11793.696116;63.511849;178.229833;8.589618;0;178.038471
192.00;-799540093#6_0;203.73;22.66;46.00;0.00;-112319056_0;5.10;0.00;tripinfo_46 emissions_46;146.00;46;0;955.02;0.85;0.00;85.39;DEFAULT_VEHTYPE;;2;62.00;482847.995565;14277.744264;76.500261;207.692537;10.284369;0;207.558991
193.00;130908064#3_0;120.64;21.76;41.00;0.00;-799540093#3_0;5.10;0.00;tripinfo_41 emissions_41;152.00;41;0;1011.39;1.04;0.00;90.55;DEFAULT_VEHTYPE;;1;50.00;573582.550180;15281.420682;83.257323;248.371477;12.174695;0;246.560943
194.00;6062244#1_0;0.20;3.15;32.00;0.00;-507033020_0;5.10;0.00;tripinfo_32 emissions_32;162.00;32;0;1329.27;1.02;0.00;91.11;DEFAULT_VEHTYPE;;2;59.00;614556.679010;16391.945075;89.407506;265.789874;13.550409;0;264.173746
194.00;-6057280#3_0;61.01;14.92;35.00;0.00;421789039#6_0;5.10;0.00;tripinfo_35 emissions_35;159.00;35;0;1468.03;1.10;0.00;85.01;DEFAULT_VEHTYPE;;2;50.00;643626.660606;15229.398073;84.842192;275.296127;13.875212;0;276.668723
195.00;6054524#2_0;103.41;13.21;112.00;0.00;6054053#0_0;5.10;0.00;tripinfo_112 emissions_112;83.00;112;0;786.48;1.01;0.00;28.42;DEFAULT_VEHTYPE;;1;7.00;287153.121347;4928.132304;29.276390;120.725859;5.586682;0;123.434497
196.00;-637504388#0_3;0.20;3.36;159.00;0.00;6056686#4_0;5.10;0.00;tripinfo_159 emissions_159;37.00;159;0;330.72;1.14;0.00;13.85;DEFAULT_VEHTYPE;;1;1.00;129037.653180;2406.223932;14.022562;54.582271;2.526830;0;55.467727
197.00;507342041#3_0;169.22;14.42;39.00;0.00;6054055#0_0;5.10;0.00;tripinfo_39 emissions_39;158.00;39;0;1502.89;1.09;0.00;66.19;DEFAULT_VEHTYPE;;1;28.00;559251.120116;11730.720335;66.738119;236.645458;11.243321;0;240.398814
198.00;684178509#1_0;6.78;14.51;163.00;0.00;507340350#2_0;0.82;0.00;tripinfo_163 emissions_163;35.00;163;0;276.26;1.13;0.00;15.61;DEFAULT_VEHTYPE;;1;2.00;127581.553651;2444.866399;14.167751;54.376429;2.539736;0;54.841791
200.00;130908298_0;420.13;13.05;18.00;0.00;6057280#2_0;5.10;0.00;tripinfo_18 emissions_18;182.00;18;0;1886.84;1.01;0.00;59.19;DEFAULT_VEHTYPE;;2;23.00;587456.736862;10030.959842;59.661710;244.797351;11.336494;0;252.522075
200.00;-6057281#0_1;40.60;13.34;88.00;0.00;507342040#0_0;5.10;0.00;tripinfo_88 emissions_88;112.00;88;0;770.61;1.02;0.00;68.96;DEFAULT_VEHTYPE;;1;40.00;386866.892876;11203.407929;60.222374;167.395025;8.246036;0;166.299858
200.00;-6057932#1_0;54.78;13.54;122.00;0.00;507341800#1_0;5.10;0.00;tripinfo_122 emissions_122;78.00;122;0;850.55;1.02;0.00;15.80;DEFAULT_VEHTYPE;;0;0.00;245827.239762;3704.148990;22.654901;100.885767;4.423296;0;105.670439
202.00;-6063369#1_0;70.62;12.76;83.00;0.00;6054524#3_0;5.10;0.00;tripinfo_83 emissions_83;119.00;83;0;813.68;0.98;0.00;60.82;DEFAULT_VEHTYPE;;1;37.00;359373.209225;9614.676727;52.252727;152.584578;7.164534;0;154.481382
203.00;-130908064#4_0;29.84;21.58;129.00;0.00;-6060452#11_0;5.10;0.00;tripinfo_129 emissions_129;74.00;129;0;946.60;1.03;0.00;14.65;DEFAULT_VEHTYPE;;0;0.00;300878.891550;4237.935493;26.446017;124.028077;5.671506;0;129.334218
204.00;507342038#0_1;127.33;13.66;136.00;0.00;6055573#9_0;5.10;0.00;tripinfo_136 emissions_136;68.00;136;0;689.59;1.02;0.00;16.22;DEFAULT_VEHTYPE;;0;0.00;235664.639662;3949.440301;23.556248;98.506092;4.457098;0;101.301949
204.00;-6058243#2_0;19.80;9.81;164.00;3.00;-6063369#1_0;5.10;0.00;tripinfo_161 emissions_161;40.00;161;0;384.53;1.08;0.00;12.30;DEFAULT_VEHTYPE;;0;0.00;156020.692572;2773.293459;16.328005;66.151922;3.069296;0;67.066426
206.00;421789044#2_0;10.79;6.87;61.00;0.00;-130908064#8_0;5.10;0.00;tripinfo_61 emissions_61;145.00;61;0;1512.00;0.99;0.00;55.19;DEFAULT_VEHTYPE;;3;14.00;532322.605794;9245.100183;54.824222;222.880619;10.505615;0;228.822137
207.00;-6057281#4_1;28.41;10.43;4.00;0.00;-6055573#1_0;5.10;0.00;tripinfo_4 emissions_4;203.00;4;0;1205.38;0.89;0.00;126.49;DEFAULT_VEHTYPE;;2;101.00;625361.146990;21435.151526;112.473441;272.554477;13.728510;0;268.822071
207.00;6055576#1_0;124.93;12.44;131.00;0.00;-112319056_0;5.10;0.00;tripinfo_131 emissions_131;76.00;131;0;333.92;0.96;0.00;52.64;DEFAULT_VEHTYPE;;1;38.00;217895.363212;8282.307412;42.847876;95.317285;4.728164;0;93.666716
209.00;6063369#8_0;60.22;13.13;52.00;0.00;-130908064#7_0;5.10;0.00;tripinfo_52 emissions_52;157.00;52;0;1322.93;1.00;0.00;77.07;DEFAULT_VEHTYPE;;2;36.00;531912.934287;12235.924556;68.362133;225.667474;10.806924;0;228.648026
210.00;6054055#3_0;51.06;13.24;106.00;0.00;-799540093#7_0;5.10;0.00;tripinfo_106 emissions_106;104.00;106;0;1085.41;1.03;0.00;39.25;DEFAULT_VEHTYPE;;3;5.00;446274.776412;7659.374542;45.565284;188.772267;9.014510;0;191.833492
212.00;126303358#3_1;0.20;30.53;120.00;0.00;6063369#4_0;5.10;0.00;tripinfo_120 emissions_120;92.00;120;0;816.47;1.10;0.00;43.33;DEFAULT_VEHTYPE;;1;21.00;400822.667055;8740.603105;49.416584;171.049650;8.489517;0;172.296768
213.00;-126303352#0_2;0.20;9.52;157.00;0.00;-6056686#8_0;5.10;0.00;tripinfo_157 emissions_157;56.00;157;0;556.54;1.08;0.00;16.48;DEFAULT_VEHTYPE;;1;2.00;188710.937139;3203.229956;19.053382;78.610118;3.543488;0;81.118687
215.00;-126303358#7_0;45.83;22.16;90.00;0.00;-507341799_0;0.20;0.00;tripinfo_90 emissions_90;125.00;90;0;1438.45;0.83;0.00;44.80;DEFAULT_VEHTYPE;;2;12.00;487110.384135;9057.795412;52.966821;204.402669;9.962799;0;209.387553
215.00;-6054093#0_0;77.17;14.76;98.00;0.00;6056686#9_0;5.10;0.00;tripinfo_98 emissions_98;117.00;98;0;932.36;1.10;0.00;52.34;DEFAULT_VEHTYPE;;1;29.00;418891.312090;10450.034479;57.534691;179.910405;8.650448;0;180.064916
