tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
9.00;-6055573#4_0;4.76;4.94;1.00;0.00;6055573#3_0;5.10;0.00;tripinfo_1 emissions_1;8.00;1;0;37.43;0.94;0.00;4.34;DEFAULT_VEHTYPE;;0;0.00;25810.618754;677.473956;3.695611;11.274470;0.536012;0;11.094977
49.00;-421789039#0_1;62.12;7.66;5.00;0.00;421789039#7_0;5.10;0.00;tripinfo_5 emissions_5;44.00;5;0;392.84;0.94;0.00;11.46;DEFAULT_VEHTYPE;;0;0.00;125589.028013;2313.309401;13.481800;52.076034;2.278819;0;53.985551
57.00;-6055023#2_0;37.71;11.81;14.00;0.00;-6063369#8_0;5.10;0.00;tripinfo_14 emissions_14;43.00;14;0;262.42;0.94;0.00;21.89;DEFAULT_VEHTYPE;;2;8.00;123005.934634;2674.952116;15.084180;52.310093;2.398920;0;52.875257
61.00;-6055576#1_0;124.93;15.81;34.00;0.00;-6055573#4_0;4.76;0.00;tripinfo_34 emissions_34;27.00;34;0;290.60;1.18;0.00;7.28;DEFAULT_VEHTYPE;;0;0.00;115698.440656;1864.317670;11.202376;48.007555;2.180887;0;49.733687
63.00;6060452#11_1;154.07;12.48;2.00;2.00;806271971_1;5.10;0.00;tripinfo_Flow3.0 emissions_Flow3.0;61.00;Flow3.0;0;414.00;1.08;21.00;11.00;motorcycle;;0;0.00;238216.117120;11203.077578;47.860966;50.813996;15.665974;0;102.412496
65.00;-6057280#0_0;10.41;7.31;16.00;0.00;6055573#3_0;5.10;0.00;tripinfo_16 emissions_16;49.00;16;0;510.88;1.16;0.00;14.55;DEFAULT_VEHTYPE;;1;1.00;153211.284945;2538.360396;15.071175;63.045072;2.815188;0;65.858978
66.00;6054382#1_0;21.27;14.11;17.00;0.00;-793432602#2_0;5.10;0.00;tripinfo_17 emissions_17;49.00;17;0;562.59;1.02;0.00;7.07;DEFAULT_VEHTYPE;;0;0.00;128101.949904;1901.406742;11.667976;52.216600;2.261949;0;55.065506
73.00;-6057280#3_0;61.01;13.17;8.00;0.00;-112319055#1_0;5.10;0.00;tripinfo_8 emissions_8;65.00;8;0;693.08;1.03;0.00;16.40;DEFAULT_VEHTYPE;;0;0.00;254280.913198;4219.431523;25.277322;107.369583;4.992444;0;109.303970
74.00;-6054524#0_0;257.49;15.64;27.00;0.00;-6061782#0_0;5.10;0.00;tripinfo_27 emissions_27;47.00;27;0;526.23;1.18;0.00;17.34;DEFAULT_VEHTYPE;;1;2.00;179929.057540;2933.426838;17.558379;75.257920;3.521446;0;77.343460
75.00;-6061786#9_0;59.83;12.08;24.00;0.00;6061786#1_0;5.10;0.00;tripinfo_24 emissions_24;51.00;24;0;523.97;0.95;0.00;10.10;DEFAULT_VEHTYPE;;0;0.00;158224.880891;2519.446165;15.189328;64.755027;2.794564;0;68.014176
75.00;-6061786#14_0;47.86;14.40;42.00;0.00;131463037_0;5.10;0.00;tripinfo_42 emissions_42;33.00;42;0;302.72;1.09;0.00;14.98;DEFAULT_VEHTYPE;;0;0.00;167130.120258;3043.491241;17.866460;71.833690;3.451807;0;71.841703
82.00;6061782#2_0;27.21;11.46;50.00;0.00;6060452#10_0;5.10;0.00;tripinfo_50 emissions_50;32.00;50;0;267.73;1.10;0.00;12.00;DEFAULT_VEHTYPE;;0;0.00;135511.772909;2494.085380;14.550827;57.645751;2.674571;0;58.250587
83.00;800638460#4_0;106.19;24.82;45.00;1.00;-6055573#9_0;5.10;0.00;tripinfo_44 emissions_44;38.00;44;0;450.19;0.90;0.00;9.29;DEFAULT_VEHTYPE;;0;0.00;185358.488385;3043.325579;18.312287;77.731654;3.725137;0;79.677263
85.00;6055573#2_0;165.76;14.93;28.00;0.00;6063369#2_0;5.10;0.00;tripinfo_28 emissions_28;57.00;28;0;280.25;1.15;0.00;38.97;DEFAULT_VEHTYPE;;2;27.00;160743.548541;5595.578279;29.252014;69.988441;3.468361;0;69.098461
90.00;421789044#1_0;117.75;10.79;3.00;0.00;-507342038#0_0;5.10;0.00;tripinfo_3 emissions_3;87.00;3;0;970.45;1.05;0.00;13.89;DEFAULT_VEHTYPE;;0;0.00;242810.425323;3625.338652;22.181304;98.883465;4.268322;0;104.373774
93.00;6060452#8_1;22.56;9.14;62.00;0.00;507342038#1_0;5.10;0.00;tripinfo_62 emissions_62;31.00;62;0;157.82;0.94;0.00;16.89;DEFAULT_VEHTYPE;;1;7.00;80549.044425;1971.742612;10.876651;34.383513;1.589798;0;34.624922
95.00;-6057280#2_0;30.23;12.86;25.00;0.00;-6055573#5_0;5.10;0.00;tripinfo_25 emissions_25;70.00;25;0;799.60;1.13;0.00;17.34;DEFAULT_VEHTYPE;;0;0.00;262101.164609;4077.048666;24.693792;108.612217;4.903080;0;112.665718
99.00;-6063369#7_0;55.64;16.14;30.00;0.00;-6058243#3_0;5.10;0.00;tripinfo_30 emissions_30;69.00;30;0;786.51;1.17;0.00;17.40;DEFAULT_VEHTYPE;;0;0.00;300562.739587;4592.949665;27.990340;125.159243;5.735446;0;129.198424
100.00;6060452#11_0;154.07;10.76;21.00;0.00;6054382#1_0;5.10;0.00;tripinfo_21 emissions_21;79.00;21;0;734.85;0.83;0.00;12.05;DEFAULT_VEHTYPE;;0;0.00;194092.074031;3362.229196;19.846050;79.689969;3.389134;0;83.432203
105.00;-507342041#1_0;100.47;13.33;11.00;0.00;-130908153#5_0;5.10;0.00;tripinfo_11 emissions_11;94.00;11;0;974.28;0.99;0.00;40.45;DEFAULT_VEHTYPE;;1;13.00;413510.737532;7737.983090;45.177274;174.724216;8.534874;0;177.750116
106.00;6061786#4_0;34.48;3.59;4.00;4.00;806271971_1;5.10;0.00;tripinfo_Flow4.0 emissions_Flow4.0;102.00;Flow4.0;0;832.18;1.03;21.00;21.22;motorcycle;;0;0.00;332697.339301;13882.484488;60.556464;71.741589;20.059329;0;143.030479
108.00;421789039#1_2;18.21;9.15;36.00;0.00;507342041#1_0;5.10;0.00;tripinfo_36 emissions_36;72.00;36;0;562.83;0.90;0.00;23.37;DEFAULT_VEHTYPE;;1;6.00;199459.203383;4138.124255;23.522223;83.319535;3.689819;0;85.739570
111.00;130908153#3_0;33.74;11.61;69.00;0.00;-6055023#1_0;5.10;0.00;tripinfo_69 emissions_69;42.00;69;0;416.88;0.97;0.00;13.13;DEFAULT_VEHTYPE;;0;0.00;148342.877172;2476.935926;14.772991;61.194317;2.689557;0;63.766310
113.00;-6057932#4_0;34.17;14.30;82.00;0.00;130908064#7_0;5.10;0.00;tripinfo_82 emissions_82;31.00;82;0;305.53;1.15;0.00;12.87;DEFAULT_VEHTYPE;;0;0.00;144201.172491;2582.086769;15.204236;61.688293;2.919423;0;61.985625
118.00;-6060452#7_0;23.11;13.47;60.00;0.00;507341800#1_0;5.10;0.00;tripinfo_60 emissions_60;58.00;60;0;586.66;1.02;0.00;15.34;DEFAULT_VEHTYPE;;1;1.00;185677.275470;2986.796589;17.975721;76.359918;3.347950;0;79.814727
120.00;6063369#7_0;55.64;12.24;108.00;0.00;6054382#1_0;5.10;0.00;tripinfo_108 emissions_108;12.00;108;0;80.84;0.96;0.00;4.64;DEFAULT_VEHTYPE;;0;0.00;43654.238540;937.112116;5.294409;18.412612;0.830918;0;18.765207
122.00;6061786#2_0;0.20;10.82;2.00;0.00;-421800694#5_0;5.10;0.00;tripinfo_2 emissions_2;120.00;2;0;988.32;0.83;0.00;56.75;DEFAULT_VEHTYPE;;2;27.00;434559.736284;9728.676672;54.681270;185.197303;8.948643;0;186.799378
123.00;-126303358#6_1;39.02;11.67;15.00;0.00;637504388#1_0;5.10;0.00;tripinfo_15 emissions_15;108.00;15;0;767.07;0.94;0.00;75.14;DEFAULT_VEHTYPE;;2;40.00;398745.462189;10530.848293;57.530654;172.133298;8.674401;0;171.405040
123.00;6060452#5_0;45.25;13.81;68.00;1.00;-6061786#13_0;5.10;0.00;tripinfo_67 emissions_67;55.00;67;0;629.32;1.02;0.00;8.72;DEFAULT_VEHTYPE;;0;0.00;167235.973585;2459.733342;15.135963;68.028539;2.934344;0;71.887549
131.00;800638464#4_0;170.57;18.18;110.00;0.00;800638464#0_0;5.10;0.00;tripinfo_110 emissions_110;21.00;110;0;289.88;0.87;0.00;5.34;DEFAULT_VEHTYPE;;0;0.00;99242.286672;1504.286901;9.195428;40.823332;1.908194;0;42.659831
133.00;507341800#3_0;135.08;12.92;43.00;0.00;6056686#3_0;0.85;0.00;tripinfo_43 emissions_43;90.00;43;0;636.90;1.00;0.00;43.20;DEFAULT_VEHTYPE;;1;30.00;253813.730512;7141.808735;38.478124;107.670575;5.054176;0;109.105540
138.00;6055573#4_0;4.76;6.70;92.00;0.00;6057932#2_0;5.10;0.00;tripinfo_92 emissions_92;46.00;92;0;433.07;1.09;0.00;13.67;DEFAULT_VEHTYPE;;0;0.00;148095.692340;2737.158917;15.951686;62.444395;2.861937;0;63.659985
140.00;6054055#2_0;47.66;14.09;87.00;0.00;-6055573#5_0;5.10;0.00;tripinfo_87 emissions_87;53.00;87;0;590.78;1.02;0.00;9.47;DEFAULT_VEHTYPE;;0;0.00;176616.724184;2635.268553;16.151782;72.914963;3.243045;0;75.919722
141.00;637504388#4_2;2.88;4.45;9.00;0.00;6061786#6_0;5.10;0.00;tripinfo_9 emissions_9;132.00;9;0;1294.72;1.05;0.00;58.50;DEFAULT_VEHTYPE;;2;25.00;468595.977917;9739.296913;55.492666;197.631772;9.454798;0;201.429890
143.00;-637504388#4_0;2.88;15.44;29.00;0.00;-6060452#6_0;5.09;0.00;tripinfo_29 emissions_29;114.00;29;0;1103.60;1.01;0.00;47.93;DEFAULT_VEHTYPE;;2;23.00;389562.112857;7781.823592;44.728393;163.725562;7.767267;0;167.456401
143.00;-507033018_0;60.62;14.15;99.00;0.00;-799540093#5_0;5.10;0.00;tripinfo_99 emissions_99;44.00;99;0;510.22;1.07;0.00;14.86;DEFAULT_VEHTYPE;;0;0.00;213449.793201;3514.273076;21.134877;90.875438;4.372085;0;91.752245
144.00;-130908298_0;422.37;11.46;6.00;0.00;-421789039#4_0;5.10;0.00;tripinfo_6 emissions_6;138.00;6;0;1239.11;0.86;0.00;52.79;DEFAULT_VEHTYPE;;2;29.00;413263.866745;9087.013379;51.172215;172.280687;8.022942;0;177.645834
144.00;112319055#0_0;78.04;21.32;80.00;0.00;-507033018_0;5.10;0.00;tripinfo_80 emissions_80;64.00;80;0;689.04;1.02;0.00;15.71;DEFAULT_VEHTYPE;;0;0.00;249023.220412;4024.364818;24.225778;104.295651;4.800389;0;107.043991
145.00;421789044#1_0;117.75;8.31;0.00;0.00;806271971_1;5.10;0.00;tripinfo_Flow2.0 emissions_Flow2.0;145.00;Flow2.0;0;983.76;1.01;42.00;26.27;motorcycle;;2;2.00;417381.841375;19927.130536;84.428091;90.156491;27.272322;0;179.438309
147.00;-637504388#4_0;2.88;14.58;58.00;0.00;6062245_0;5.10;0.00;tripinfo_58 emissions_58;89.00;58;0;1228.95;1.08;0.00;26.77;DEFAULT_VEHTYPE;;0;0.00;399239.361623;6307.418227;38.346127;166.258462;8.042958;0;171.614907
149.00;6056686#3_0;0.85;3.58;55.00;0.00;6057280#1_0;5.10;0.00;tripinfo_55 emissions_55;94.00;55;0;1072.21;1.14;0.00;30.96;DEFAULT_VEHTYPE;;0;0.00;404447.431414;6408.720003;38.844541;169.680644;7.975655;0;173.853649
149.00;-130908153#0_0;87.00;24.57;59.00;0.00;126303357#3_0;5.10;0.00;tripinfo_59 emissions_59;90.00;59;0;401.83;1.12;0.00;71.67;DEFAULT_VEHTYPE;;3;46.00;329866.305042;10160.761048;54.172972;144.082358;7.354432;0;141.797503
151.00;6060452#5_0;45.25;12.37;109.00;0.00;-6060452#11_0;5.10;0.00;tripinfo_109 emissions_109;42.00;109;0;421.59;0.93;0.00;7.74;DEFAULT_VEHTYPE;;0;0.00;116124.544365;1824.680266;11.019565;46.846179;1.954191;0;49.917157
152.00;507035611_0;29.76;13.56;40.00;0.00;-6055573#8_0;5.10;0.00;tripinfo_40 emissions_40;112.00;40;0;1225.70;1.04;0.00;42.40;DEFAULT_VEHTYPE;;2;14.00;429146.441193;7325.362878;43.675945;180.111724;8.704973;0;184.470874
152.00;799540093#6_1;203.73;26.88;51.00;0.00;-6055573#3_0;5.10;0.00;tripinfo_51 emissions_51;101.00;51;0;677.89;1.00;0.00;57.72;DEFAULT_VEHTYPE;;1;40.00;385224.410727;10637.421372;57.643302;166.171191;8.257927;0;165.593385
152.00;-6061786#3_0;22.02;13.14;116.00;0.00;-6054055#2_0;5.10;0.00;tripinfo_116 emissions_116;36.00;116;0;335.78;1.00;0.00;9.55;DEFAULT_VEHTYPE;;0;0.00;120144.940509;2120.745660;12.490713;49.986744;2.225694;0;51.645226
157.00;-6058243#1_0;35.45;13.85;121.00;0.00;6061782#0_0;5.10;0.00;tripinfo_121 emissions_121;36.00;121;0;344.52;1.03;0.00;10.51;DEFAULT_VEHTYPE;;0;0.00;120758.015053;2083.542489;12.336693;50.130744;2.229397;0;51.908738
158.00;6060452#10_1;43.76;13.65;94.00;0.00;6057281#2_0;5.10;0.00;tripinfo_94 emissions_94;64.00;94;0;713.68;1.01;0.00;20.32;DEFAULT_VEHTYPE;;0;0.00;280555.194993;4751.275905;28.354709;118.348472;5.651857;0;120.598075
160.00;-799540093#1_0;60.75;23.67;47.00;0.00;-6058243#1_0;5.10;0.00;tripinfo_47 emissions_47;113.00;47;0;948.90;0.85;0.00;43.31;DEFAULT_VEHTYPE;;1;21.00;334902.490719;7390.135351;41.577318;139.901817;6.481650;0;143.961379
162.00;-637504388#0_2;0.20;23.36;7.00;0.00;6060452#8_0;5.10;0.00;tripinfo_7 emissions_7;155.00;7;0;1131.18;1.09;0.00;90.43;DEFAULT_VEHTYPE;;5;36.00;509705.587366;11365.318633;63.897026;217.186303;10.444267;0;219.101498
162.00;421800694#2_1;32.19;24.23;63.00;0.00;-421790824#3_0;5.10;0.00;tripinfo_63 emissions_63;99.00;63;0;570.04;0.88;0.00;64.25;DEFAULT_VEHTYPE;;1;47.00;385087.777880;11662.063371;62.347634;168.566862;8.635087;0;165.534951
163.00;130908017_0;17.44;11.97;49.00;0.00;6061782#2_0;5.10;0.00;tripinfo_49 emissions_49;114.00;49;0;1083.23;1.02;0.00;48.02;DEFAULT_VEHTYPE;;3;14.00;416442.535440;7377.676126;43.558743;176.459508;8.422332;0;179.010107
163.00;6060452#11_1;154.07;10.92;98.00;2.00;806271971_1;5.10;0.00;tripinfo_Flow3.1 emissions_Flow3.1;65.00;Flow3.1;0;414.00;1.07;21.00;14.63;motorcycle;;0;0.00;239772.883339;11409.756766;48.641436;51.101717;15.905332;0;103.081884
164.00;507341800#1_0;22.66;11.42;117.00;0.00;-6055573#4_0;4.76;0.00;tripinfo_117 emissions_117;47.00;117;0;453.28;0.99;0.00;10.95;DEFAULT_VEHTYPE;;0;0.00;144460.306916;2493.717809;14.765188;60.163536;2.682342;0;62.097314
168.00;6056686#15_0;66.48;12.20;23.00;0.00;-507342038#1_0;5.10;0.00;tripinfo_23 emissions_23;145.00;23;0;1208.92;0.92;0.00;75.45;DEFAULT_VEHTYPE;;3;41.00;528254.142245;12223.617854;68.386397;226.791414;11.371330;0;227.074499
170.00;-392388948#0_2;233.12;29.18;107.00;0.00;-6060452#4_0;5.10;0.00;tripinfo_107 emissions_107;63.00;107;0;984.76;1.06;0.00;17.19;DEFAULT_VEHTYPE;;0;0.00;409017.548109;6643.661420;40.224274;173.293779;8.811312;0;175.817463
172.00;590581704#1_0;380.27;14.52;0.00;0.00;-6054524#3_0;5.10;0.00;tripinfo_0 emissions_0;172.00;0;0;1968.03;1.06;0.00;66.84;DEFAULT_VEHTYPE;;2;32.00;683395.801558;13035.953336;75.733456;287.240617;14.107012;0;293.762214
175.00;799540093#6_1;203.73;28.28;124.00;0.00;507341800#3_0;5.10;0.00;tripinfo_124 emissions_124;51.00;124;0;662.54;1.15;0.00;15.36;DEFAULT_VEHTYPE;;0;0.00;299289.950128;4699.692296;28.593050;126.576536;6.191112;0;128.650812
179.00;126303358#3_1;0.20;27.17;56.00;0.00;-6055573#2_0;5.10;0.00;tripinfo_56 emissions_56;123.00;56;0;870.77;1.02;0.00;67.87;DEFAULT_VEHTYPE;;1;50.00;429007.045409;12267.778366;66.099824;184.663726;9.173599;0;184.414302
179.00;421790824#1_0;22.05;11.10;78.00;0.00;126303358#3_0;0.20;0.00;tripinfo_78 emissions_78;101.00;78;0;999.51;1.03;0.00;56.99;DEFAULT_VEHTYPE;;2;25.00;488399.915278;10631.201175;60.235101;209.827093;10.656597;0;209.942112
180.00;6054055#3_0;51.06;11.24;53.00;0.00;6062805#1_0;5.10;0.00;tripinfo_53 emissions_53;127.00;53;0;911.81;0.90;0.00;54.09;DEFAULT_VEHTYPE;;2;30.00;326803.140422;8507.927743;46.399469;137.222588;6.236376;0;140.480899
181.00;-421800694#4_0;57.37;15.13;20.00;0.00;130908153#4_0;5.10;0.00;tripinfo_20 emissions_20;161.00;20;0;1435.53;0.89;0.00;97.75;DEFAULT_VEHTYPE;;2;52.00;693018.863324;16316.955982;91.018060;298.264200;15.066119;0;297.900041
184.00;-507342038#0_0;132.09;13.41;72.00;6.00;799540093#3_0;5.10;0.00;tripinfo_66 emissions_66;112.00;66;0;859.83;1.04;0.00;65.25;DEFAULT_VEHTYPE;;1;38.00;451519.714598;11304.443397;62.288648;194.415281;9.624812;0;194.090312
185.00;6055573#12_0;6.88;11.74;19.00;0.00;-421789039#0_0;5.10;0.00;tripinfo_19 emissions_19;166.00;19;0;1477.87;0.98;0.00;89.69;DEFAULT_VEHTYPE;;3;54.00;556711.682106;13323.623422;74.014349;236.153011;11.656723;0;239.308167
186.00;-130908064#2_2;32.34;11.71;12.00;0.00;507035611_0;5.10;0.00;tripinfo_12 emissions_12;174.00;12;0;817.36;0.93;0.00;109.62;DEFAULT_VEHTYPE;;3;83.00;477793.316252;17389.224276;90.423195;207.561427;10.152223;0;205.388767
192.00;130908064#3_0;120.64;22.50;41.00;0.00;-799540093#3_0;5.10;0.00;tripinfo_41 emissions_41;151.00;41;0;1011.39;1.04;0.00;89.20;DEFAULT_VEHTYPE;;1;50.00;580963.056592;15495.601975;84.382991;250.616008;12.213155;0;249.733751
192.00;-421800694#3_0;61.43;16.03;135.00;0.00;-806271970#0_0;5.10;0.00;tripinfo_135 emissions_135;57.00;135;0;715.63;1.12;0.00;22.22;DEFAULT_VEHTYPE;;0;0.00;311796.948136;4998.014852;30.256243;132.555805;6.481463;0;134.026978
193.00;112319056_0;75.83;24.89;96.00;0.00;126303358#4_0;5.10;0.00;tripinfo_96 emissions_96;97.00;96;0;1017.26;1.12;0.00;50.67;DEFAULT_VEHTYPE;;2;13.00;435872.750246;7352.911878;44.008305;184.662300;9.056875;0;187.361775
194.00;6062244#1_0;0.20;3.45;32.00;0.00;-507033020_0;5.10;0.00;tripinfo_32 emissions_32;162.00;32;0;1330.24;1.02;0.00;91.68;DEFAULT_VEHTYPE;;2;57.00;593927.362646;15897.881989;86.675277;254.521269;12.921825;0;255.306461
194.00;-6057280#3_0;61.01;14.88;35.00;0.00;421789039#6_0;5.10;0.00;tripinfo_35 emissions_35;159.00;35;0;1469.00;1.10;0.00;85.67;DEFAULT_VEHTYPE;;2;46.00;667675.842727;15319.414142;85.822186;286.612929;14.341760;0;287.006009
195.00;6054524#2_0;103.43;13.08;112.00;0.00;6054053#0_0;5.10;0.00;tripinfo_112 emissions_112;83.00;112;0;791.44;1.01;0.00;28.47;DEFAULT_VEHTYPE;;1;7.00;297317.617266;5437.022191;31.831932;125.634070;5.868087;0;127.803914
197.00;-6057281#0_1;40.60;13.61;88.00;0.00;507342040#0_0;5.10;0.00;tripinfo_88 emissions_88;109.00;88;0;772.51;1.02;0.00;65.98;DEFAULT_VEHTYPE;;2;40.00;429673.071611;11032.559207;60.562365;186.120993;9.361740;0;184.699259
202.00;-112343443_0;69.48;10.99;13.00;0.00;-800638460#4_0;5.10;0.00;tripinfo_13 emissions_13;189.00;13;0;2122.10;0.88;0.00;58.05;DEFAULT_VEHTYPE;;1;27.00;626707.288843;12116.279830;70.003408;260.285441;12.388923;0;269.395201
202.00;-6063369#1_0;70.62;12.39;83.00;0.00;6054524#3_0;5.10;0.00;tripinfo_83 emissions_83;119.00;83;0;813.69;0.98;0.00;60.94;DEFAULT_VEHTYPE;;1;36.00;363608.366183;9873.562450;53.537302;154.765204;7.286002;0;156.301975
202.00;-6057932#1_0;54.78;13.43;122.00;0.00;507341800#1_0;5.10;0.00;tripinfo_122 emissions_122;80.00;122;0;850.55;1.02;0.00;17.68;DEFAULT_VEHTYPE;;0;0.00;250982.410664;3827.943834;23.253418;101.967290;4.386526;0;107.886669
202.00;6061786#4_0;34.48;3.11;100.00;4.00;806271971_1;5.10;0.00;tripinfo_Flow4.1 emissions_Flow4.1;102.00;Flow4.1;0;832.18;1.02;21.00;20.91;motorcycle;;0;0.00;356601.677429;14739.077863;64.600720;76.471270;21.553331;0;153.307304
203.00;507342041#3_0;169.22;15.15;39.00;0.00;6054055#0_0;5.10;0.00;tripinfo_39 emissions_39;164.00;39;0;1502.89;1.09;0.00;73.10;DEFAULT_VEHTYPE;;3;31.00;585565.449806;12044.205263;68.625162;246.571213;11.663145;0;251.710235
203.00;-130908064#4_0;29.84;19.02;129.00;0.00;-6060452#11_0;5.10;0.00;tripinfo_129 emissions_129;74.00;129;0;946.57;1.03;0.00;15.09;DEFAULT_VEHTYPE;;0;0.00;290890.863512;4182.926197;25.972093;120.640614;5.548400;0;125.040760
203.00;507342038#0_0;132.09;13.80;136.00;0.00;6055573#9_0;5.10;0.00;tripinfo_136 emissions_136;67.00;136;0;698.68;1.02;0.00;14.63;DEFAULT_VEHTYPE;;0;0.00;206150.571211;3320.553305;19.985220;85.288062;3.787758;0;88.615211
205.00;-6058243#2_0;19.80;9.19;164.00;3.00;-6063369#1_0;5.10;0.00;tripinfo_161 emissions_161;41.00;161;0;384.18;1.08;0.00;12.91;DEFAULT_VEHTYPE;;0;0.00;151162.281768;2689.987050;15.740024;62.837714;2.802215;0;64.978277
206.00;684178509#1_0;6.78;14.40;163.00;0.00;507340350#2_0;0.82;0.00;tripinfo_163 emissions_163;43.00;163;0;276.26;1.13;0.00;23.76;DEFAULT_VEHTYPE;;1;12.00;147456.100646;3643.919960;20.091043;63.266566;3.010995;0;63.385591
207.00;6055576#1_0;124.93;13.08;131.00;0.00;-112319056_0;5.10;0.00;tripinfo_131 emissions_131;76.00;131;0;333.92;0.96;0.00;52.59;DEFAULT_VEHTYPE;;1;39.00;220672.229696;8025.045248;41.745864;96.191400;4.746268;0;94.860169
208.00;6054055#3_0;51.06;10.59;106.00;0.00;-799540093#7_0;5.10;0.00;tripinfo_106 emissions_106;102.00;106;0;1086.37;1.03;0.00;38.89;DEFAULT_VEHTYPE;;1;6.00;425333.428214;7046.694676;42.266596;179.467844;8.558797;0;182.831602
210.00;130908298_0;420.13;13.36;18.00;0.00;6057280#2_0;5.10;0.00;tripinfo_18 emissions_18;192.00;18;0;1888.30;1.01;0.00;69.52;DEFAULT_VEHTYPE;;3;25.00;616361.620329;11187.945698;65.617466;257.037513;11.951859;0;264.947525
212.00;6063369#8_0;60.22;13.70;53.00;1.00;-130908064#7_0;5.10;0.00;tripinfo_52 emissions_52;159.00;52;0;1322.93;1.00;0.00;78.88;DEFAULT_VEHTYPE;;3;34.00;560574.823276;12043.485754;68.205213;237.727771;11.416345;0;240.967880
212.00;-421790823_2;58.56;11.29;65.00;0.00;-130908023#1_0;5.10;0.00;tripinfo_65 emissions_65;147.00;65;0;715.44;0.91;0.00;86.85;DEFAULT_VEHTYPE;;3;62.00;362411.133840;12336.047879;64.699496;156.794337;7.579329;0;155.788927
214.00;-126303358#7_0;45.83;22.87;90.00;0.00;-507341799_0;0.20;0.00;tripinfo_90 emissions_90;124.00;90;0;1439.35;0.83;0.00;43.89;DEFAULT_VEHTYPE;;2;13.00;467765.858241;8956.860722;52.014940;196.020800;9.488563;0;201.072499
214.00;6056686#8_0;56.04;14.65;130.00;0.00;-421790824#0_0;5.10;0.00;tripinfo_130 emissions_130;84.00;130;0;641.42;1.07;0.00;37.65;DEFAULT_VEHTYPE;;1;22.00;270636.569052;6235.762572;34.733709;113.600953;5.240156;0;116.336150
215.00;-6057281#4_1;28.41;10.08;4.00;0.00;-6055573#1_0;5.10;0.00;tripinfo_4 emissions_4;211.00;4;0;1205.38;0.89;0.00;133.98;DEFAULT_VEHTYPE;;2;100.00;673640.210358;22158.106577;116.824421;292.011048;14.608539;0;289.575148
216.00;6063369#4_0;60.19;12.84;100.00;0.00;6056686#11_0;5.10;0.00;tripinfo_100 emissions_100;116.00;100;0;685.93;0.96;0.00;60.62;DEFAULT_VEHTYPE;;2;41.00;305289.327821;9515.424852;50.493075;129.837542;6.111512;0;131.233812
217.00;-6055573#1_0;18.20;10.52;113.00;0.00;-684178509#1_0;5.10;0.00;tripinfo_113 emissions_113;104.00;113;0;753.90;1.10;0.00;59.17;DEFAULT_VEHTYPE;;2;25.00;329920.139360;7422.319191;41.596745;140.747856;6.671995;0;141.819226
218.00;6058243#5_0;56.85;11.35;126.00;0.00;6063369#8_0;5.10;0.00;tripinfo_126 emissions_126;92.00;126;0;689.95;0.82;0.00;28.50;DEFAULT_VEHTYPE;;1;9.00;267339.314097;5500.393252;31.338769;112.548460;5.058393;0;114.918300
221.00;-6056686#3_0;0.85;3.56;31.00;0.00;-800638460#0_0;5.10;0.00;tripinfo_31 emissions_31;190.00;31;0;1210.83;0.99;0.00;124.63;DEFAULT_VEHTYPE;;2;93.00;597271.413427;19829.497850;104.467970;256.974340;12.850892;0;256.747241
221.00;130908064#1_0;94.25;14.15;125.00;0.00;6061786#7_0;5.10;0.00;tripinfo_125 emissions_125;96.00;125;0;1126.60;1.03;0.00;22.35;DEFAULT_VEHTYPE;;0;0.00;373269.414760;5760.097381;35.079373;155.732616;7.212472;0;160.451708
222.00;6061782#2_0;27.21;11.56;22.00;0.00;-130908153#2_0;5.10;0.00;tripinfo_22 emissions_22;200.00;22;0;1519.92;0.87;0.00;108.55;DEFAULT_VEHTYPE;;3;70.00;619002.870478;16620.119757;90.367449;263.603568;12.870215;0;266.086173
222.00;112319055#0_1;78.04;20.89;184.00;0.00;6058243#4_0;5.10;0.00;tripinfo_184 emissions_184;38.00;184;0;355.61;0.94;0.00;13.75;DEFAULT_VEHTYPE;;1;1.00;172257.782612;3044.836357;17.973480;72.502761;3.392255;0;74.046077
223.00;112343443_0;69.48;12.16;45.00;0.00;126303358#0_0;5.10;0.00;tripinfo_45 emissions_45;178.00;45;0;663.23;0.88;0.00;123.62;DEFAULT_VEHTYPE;;2;100.00;451738.064811;18478.855167;94.749898;197.583642;9.807495;0;194.189835
223.00;-6055573#5_0;180.48;11.42;64.00;0.00;637504388#3_0;5.10;0.00;tripinfo_64 emissions_64;159.00;64;0;1193.58;0.91;0.00;77.05;DEFAULT_VEHTYPE;;2;48.00;459389.430729;12232.973051;66.569786;194.299631;9.216537;0;197.474673
